CustomerName,Email,Phone,Price,Quantity,SKU,Description,ShippingStreet,ShippingCity,ShippingState,ShippingZip,OrderNotes
Apex Ventures,apex.ventures@zoho.com,+91-8903318498,50.02,39,CASE-4682,Wire Shelving Unit 5-tier,"187, Bazaar Street",Delhi,DL,110001,Office hours only
Acme Corp,acme.corp@zoho.com,+91-9313985076,79.60,38,SCAN-6894,Mobile Computer PDA,"587, Hospital Road",Nashik,MH,422001,Office hours only
Zenith Group,zenith.group@company.in,+91-9567457996,11.17,6,RACK-6294,Label Printer 4x6,"975, Tower Road",Guwahati,AS,781001,Weekend delivery
Quantum Distribution,quantum.distribution@outlook.com,+91-8639850579,34.17,37,RACK-3186,AA Rechargeable 4pk,"912, Technology Park",Srinagar,JK,190001,
InnovateTech,innovatetech@outlook.com,+91-8324583913,10.10,19,CART-0898,Packing Tape 36yd,"638, Station Road",Ludhiana,PB,141001,Standard shipping
Acme Corp,acme.corp@fastmail.com,+91-9502764749,13.55,10,WIDGET-7242,AA Rechargeable 4pk,"768, Technology Park",Chandigarh,CH,160001,Express delivery
Elite Traders,elite.traders@fastmail.com,+91-9171088957,88.87,34,PACK-3998,Safety Goggles Anti-Fog,"142, MG Road",Ludhiana,PB,141001,
Horizon Wholesale,horizon.wholesale@fastmail.com,+91-9907496977,31.58,19,ELEC-2335,Wire Shelving Unit 5-tier,"625, Sector",Delhi,DL,110001,Standard shipping
Metro Supplies,metro.supplies@gmail.com,+91-9216929216,251.04,26,SEAL-4359,Basic Tool Set,"803, Market Complex",Lucknow,UP,226001,Weekend delivery
Zenith Group,zenith.group@icloud.com,+91-7709811957,4.51,23,CART-7896,Tamper Seal 100pk,"101, MG Road",Visakhapatnam,AP,530001,
Eclipse Logistics,eclipse.logistics@outlook.com,+91-7393843021,40.28,34,LIGHT-4376,Bubble Wrap Roll,"555, Industrial Blvd",Indore,MP,452001,
Quantum Distribution,quantum.distribution@icloud.com,+91-9800413860,20.49,33,BATT-7839,Bluetooth Speaker,"2, Main St",Rajkot,GJ,360001,Rush delivery needed
Titan Trading,titan.trading@fastmail.com,+91-7205117228,14.62,39,ELEC-6344,Warehouse Vest Orange,"207, Park Ave",Coimbatore,TN,641001,Standard shipping
GlobalMart,globalmart@nexusmail.com,+91-8729517338,51.77,2,SCAN-4576,Basic Tool Set,"301, MG Road",Srinagar,JK,190001,Standard shipping
Nova Distributors,nova.distributors@yahoo.com,+91-9827592514,7.62,4,UNIF-3210,Pallet Rack 96in,"973, Lake View Rd",Varanasi,UP,221001,Fragile items
Atlas Merchants,atlas.merchants@proton.me,+91-7885112204,5.87,4,GLOVE-7220,Thermal Label 4x6 250pk,"614, Business Center",Lucknow,UP,226001,Leave at front door
Zenith Group,zenith.group@outlook.com,+91-8321263955,26.53,46,CABLE-9770,HDMI Cable 6ft,"353, Main St",Hyderabad,TS,500001,
Omega Brands,omega.brands@yahoo.com,+91-7156231098,301.29,47,RACK-9860,Precision Tool Kit,"788, Hospital Road",Mysore,KA,570001,Standard shipping
Pinnacle Wholesale,pinnacle.wholesale@gmail.com,+91-7650236563,199.04,34,LABEL-3803,Basic Tool Set,"960, Industrial Blvd",Tiruvananthapuram,KL,695001,Gift wrap please
Cascade Imports,cascade.imports@rediffmail.com,+91-7356271235,78.80,46,CART-1297,Address Label 100pk,"11, Technology Park",Amritsar,PB,143001,Standard shipping
Phoenix Trade,phoenix.trade@outlook.com,+91-7369038687,88.64,6,SEAL-3899,Warehouse Vest Orange,"686, Ring Road",Kolkata,WB,700001,Standard shipping
PrimeSourcing,primesourcing@zoho.com,+91-7397334954,131.90,35,LIGHT-7332,Precision Tool Kit,"913, MG Road",Mysore,KA,570001,Standard shipping
Omega Brands,omega.brands@company.in,+91-9832985865,248.19,17,FILTER-0783,USB-C Cable 3ft,"885, Sector",Rajkot,GJ,360001,Fragile items
Elite Traders,elite.traders@fastmail.com,+91-7774969210,9.09,7,LIGHT-4099,Power Adapter 100W,"408, Lake View Rd",Bangalore,KA,560001,Rush delivery needed
Omega Brands,omega.brands@yahoo.com,+91-9998834464,20.66,30,TOOL-0230,Lithium Battery Pack,"655, Park Ave",Lucknow,UP,226001,Fragile items
Horizon Wholesale,horizon.wholesale@zoho.com,+91-8702065032,35.50,12,BATT-9381,Utility Cart 300lb,"349, Station Road",Bhubaneswar,OD,751001,Leave at front door
Eclipse Logistics,eclipse.logistics@zoho.com,+91-9866380694,11.46,15,AUDIO-1884,Warehouse Vest Orange,"182, Market Complex",Vadodara,GJ,390001,Gift wrap please
Titan Trading,titan.trading@rediffmail.com,+91-8473313003,23.91,2,GLOVE-9644,Utility Cart 300lb,"737, MG Road",Kochi,KL,682001,
Orion Industries,orion.industries@proton.me,+91-9821075072,15.79,30,AUDIO-6637,Safety Goggles Anti-Fog,"799, Hospital Road",Pune,MH,411001,Standard shipping
PrimeSourcing,primesourcing@gmail.com,+91-7276496364,29.49,49,BATT-2957,Bluetooth Speaker,"645, Ring Road",Allahabad,UP,211001,Fragile items
Metro Supplies,metro.supplies@outlook.com,+91-8766468626,5.05,26,ELEC-4341,Bubble Wrap Roll,"584, Industrial Blvd",Chennai,TN,600001,Call before delivery
Astra Corporation,astra.corporation@yahoo.com,+91-7454652911,18.28,42,RACK-6520,Address Label 100pk,"774, Tower Road",Goa,GA,403001,Office hours only
TechStart Inc,techstart.inc@fastmail.com,+91-8995481022,18.93,50,CASE-8958,Plastic Widget XL,"976, Industrial Blvd",Bhubaneswar,OD,751001,Office hours only
PrimeSourcing,primesourcing@gmail.com,+91-9170281078,90.76,3,SEAL-9802,Wireless Charger Pad,"520, Business Center",Srinagar,JK,190001,Gift wrap please
Atlas Merchants,atlas.merchants@outlook.com,+91-8678382553,26.37,39,PRINT-1082,Receipt Printer Thermal,"87, Business Center",Rajkot,GJ,360001,Office hours only
Apex Ventures,apex.ventures@zoho.com,+91-9991414692,9.84,33,PRINT-7232,Basic Tool Set,"366, Bazaar Street",Bhubaneswar,OD,751001,
NexGen Logistics,nexgen.logistics@nexusmail.com,+91-8767096078,24.55,26,BATT-0430,Mobile Computer PDA,"463, Business Center",Bhubaneswar,OD,751001,Gift wrap please
Zenith Group,zenith.group@yahoo.com,+91-8621690010,300.64,47,CART-8069,Shipping Box L,"555, Industrial Blvd",Ahmedabad,GJ,380001,Express delivery
Phoenix Trade,phoenix.trade@icloud.com,+91-9742826972,20.86,33,FILTER-8457,Wire Shelving Unit 5-tier,"201, Lake View Rd",Coimbatore,TN,641001,Fragile items
Astra Corporation,astra.corporation@gmail.com,+91-7610299435,9.99,21,PRINT-3891,Shipping Box M,"54, Station Road",Bhubaneswar,OD,751001,
Pinnacle Wholesale,pinnacle.wholesale@gmail.com,+91-8087499864,8.51,49,LABEL-9326,Smart Gadget Pro,"32, MG Road",Allahabad,UP,211001,Office hours only
InnovateTech,innovatetech@outlook.com,+91-9793459090,21.10,35,CHARG-4116,AA Rechargeable 4pk,"957, Market Complex",Faridabad,HR,121001,Call before delivery
Zenith Group,zenith.group@zoho.com,+91-9003348556,12.40,13,BATT-4041,Label Printer 4x6,"975, Industrial Blvd",Tiruvananthapuram,KL,695001,
Titan Trading,titan.trading@fastmail.com,+91-8789785051,61.46,26,ELEC-5574,Bubble Wrap Roll,"169, Business Center",Faridabad,HR,121001,Gift wrap please
GlobalMart,globalmart@rediffmail.com,+91-7582955003,25.88,35,PACK-2748,Wire Shelving Unit 5-tier,"176, Sector",Nagpur,MH,440001,Express delivery
Crest Enterprises,crest.enterprises@nexusmail.com,+91-8212523398,12.42,22,AUDIO-8266,Power Adapter 100W,"574, Station Road",Ludhiana,PB,141001,
Zenith Group,zenith.group@rediffmail.com,+91-8265783227,199.95,2,FILTER-0257,Mobile Computer PDA,"329, Hospital Road",Allahabad,UP,211001,Leave at front door
Sigma Networks,sigma.networks@company.in,+91-9042025725,28.77,15,UNIF-9453,Precision Tool Kit,"949, College Road",Nashik,MH,422001,
InnovateTech,innovatetech@zoho.com,+91-9309153727,48.79,11,RACK-3867,Car Charger 36W,"813, Main St",Chandigarh,CH,160001,
GlobalMart,globalmart@rediffmail.com,+91-8486624093,28.34,26,FILTER-5371,LED Desk Lamp,"110, Technology Park",Bhopal,MP,462001,Leave at front door
Astra Corporation,astra.corporation@outlook.com,+91-9384978750,26.26,40,ELEC-3902,Tamper Seal 100pk,"459, College Road",Allahabad,UP,211001,Express delivery
Metro Supplies,metro.supplies@gmail.com,+91-9284394320,21.80,40,ELEC-4645,Basic Tool Set,"37, Hospital Road",Delhi,DL,110001,Fragile items
Apex Ventures,apex.ventures@outlook.com,+91-9280987559,600.11,25,UNIF-7748,Platform Truck 600lb,"62, Tower Road",Guwahati,AS,781001,Handle with care
Astra Corporation,astra.corporation@outlook.com,+91-9767977404,19.43,1,UNIF-9140,Shipping Box S,"412, Industrial Blvd",Chandigarh,CH,160001,Gift wrap please
Horizon Wholesale,horizon.wholesale@outlook.com,+91-9831286489,9.65,36,UNIF-6808,Thermal Label 4x6 250pk,"552, Lake View Rd",Srinagar,JK,190001,Call before delivery
Pinnacle Wholesale,pinnacle.wholesale@company.in,+91-8105297728,20.81,9,CHARG-8870,Label Printer 4x6,"348, Station Road",Surat,GJ,395001,Weekend delivery
Crest Enterprises,crest.enterprises@proton.me,+91-7422349916,599.14,21,SCAN-1945,Basic Tool Set,"832, Station Road",Allahabad,UP,211001,Weekend delivery
Orion Industries,orion.industries@rediffmail.com,+91-7510950218,31.52,9,PACK-3762,Pallet Rack 96in,"663, Bazaar Street",Delhi,DL,110001,Rush delivery needed
Quantum Distribution,quantum.distribution@yahoo.com,+91-7379252726,201.50,9,FILTER-1135,Smart Bulb WiFi,"6, Ring Road",Agra,UP,282001,
Metro Supplies,metro.supplies@zoho.com,+91-8820433874,25.52,34,ELEC-4652,Tablet Folio Case,"292, College Road",Bangalore,KA,560001,Standard shipping
Vega Exports,vega.exports@fastmail.com,+91-8607628883,250.47,25,GLOVE-3639,Tamper Seal 100pk,"460, Bazaar Street",Visakhapatnam,AP,530001,
Atlas Merchants,atlas.merchants@zoho.com,+91-7425158010,2.59,42,UNIF-2748,Shipping Box M,"295, Technology Park",Meerut,UP,250001,Rush delivery needed
GlobalMart,globalmart@fastmail.com,+91-9415127527,201.22,12,LIGHT-1031,HDMI Cable 6ft,"205, Tower Road",Bhopal,MP,462001,Handle with care
PrimeSourcing,primesourcing@gmail.com,+91-7026521776,23.23,40,UNIF-4010,Packing Tape 36yd,"269, Lake View Rd",Rajkot,GJ,360001,
NexGen Logistics,nexgen.logistics@nexusmail.com,+91-8545562956,15.12,23,UNIF-1427,Address Label 100pk,"182, Hospital Road",Guwahati,AS,781001,
NexGen Logistics,nexgen.logistics@rediffmail.com,+91-8841692278,39.03,30,CHARG-7928,HDMI Cable 6ft,"389, Industrial Blvd",Chandigarh,CH,160001,Call before delivery
Phoenix Trade,phoenix.trade@icloud.com,+91-9676097789,9.46,21,LABEL-6266,Platform Truck 600lb,"247, Station Road",Bangalore,KA,560001,Weekend delivery
InnovateTech,innovatetech@proton.me,+91-9114971442,20.86,36,BATT-1038,Address Label 100pk,"704, Technology Park",Hyderabad,TS,500001,Handle with care
Reliable Retail,reliable.retail@zoho.com,+91-9745513836,200.32,37,FILTER-2979,AA Rechargeable 4pk,"159, Tower Road",Bhopal,MP,462001,Fragile items
Crest Enterprises,crest.enterprises@icloud.com,+91-9401265980,5.52,48,FILTER-9588,Precision Tool Kit,"656, Business Center",Bhopal,MP,462001,Handle with care
Quantum Distribution,quantum.distribution@fastmail.com,+91-9301842049,79.29,16,RACK-8851,Smart Bulb WiFi,"328, Market Complex",Lucknow,UP,226001,Call before delivery
Elite Traders,elite.traders@company.in,+91-9415374631,20.89,8,AUDIO-2648,Bubble Wrap Roll,"297, Technology Park",Kochi,KL,682001,Express delivery
Acme Corp,acme.corp@icloud.com,+91-8632290112,30.30,17,ELEC-2957,Thermal Label 4x6 250pk,"619, College Road",Srinagar,JK,190001,
Phoenix Trade,phoenix.trade@icloud.com,+91-7228931245,20.27,1,GADGET-5425,Noise Canceling Headphones,"683, Bazaar Street",Vadodara,GJ,390001,Express delivery
Nova Distributors,nova.distributors@zoho.com,+91-9933952844,43.85,32,CABLE-9496,Platform Truck 600lb,"969, Bazaar Street",Goa,GA,403001,
Vega Exports,vega.exports@nexusmail.com,+91-7322927657,16.24,10,PACK-6507,Smart Gadget Lite,"562, Technology Park",Jaipur,RJ,302001,
NexGen Logistics,nexgen.logistics@gmail.com,+91-9247971027,349.95,17,UNIF-8249,Warehouse Vest Orange,"885, Tower Road",Bangalore,KA,560001,
Delta Commerce,delta.commerce@rediffmail.com,+91-7605041037,7.66,45,PRINT-8766,Bubble Wrap Roll,"947, Main St",Bhopal,MP,462001,Call before delivery
Vertex Solutions,vertex.solutions@gmail.com,+91-8270994594,21.90,2,TOOL-9383,Wire Shelving Unit 5-tier,"329, Park Ave",Indore,MP,452001,Gift wrap please
Delta Commerce,delta.commerce@yahoo.com,+91-9944322264,26.48,11,WIDGET-2445,Receipt Printer Thermal,"592, Industrial Blvd",Amritsar,PB,143001,Office hours only
Helix Suppliers,helix.suppliers@icloud.com,+91-8566246331,13.36,43,PRINT-8379,LED Desk Lamp,"59, Tower Road",Amritsar,PB,143001,Gift wrap please
Eclipse Logistics,eclipse.logistics@nexusmail.com,+91-7689487789,5.96,37,GLOVE-1523,Barcode Scanner USB,"991, Park Ave",Mumbai,MH,400001,Handle with care
PrimeSourcing,primesourcing@proton.me,+91-7679130631,9.92,41,ELEC-7543,Packing Tape 36yd,"478, Hospital Road",Hyderabad,TS,500001,Handle with care
Titan Trading,titan.trading@outlook.com,+91-7292425195,91.08,8,ELEC-6269,Bubble Wrap Roll,"108, Industrial Blvd",Hyderabad,TS,500001,
Cascade Imports,cascade.imports@outlook.com,+91-7445654949,600.88,8,UNIF-7171,Noise Canceling Headphones,"203, Bazaar Street",Bangalore,KA,560001,Express delivery
Nova Distributors,nova.distributors@nexusmail.com,+91-8105337315,128.76,19,CART-0220,AA Rechargeable 4pk,"467, MG Road",Bangalore,KA,560001,Standard shipping
Horizon Wholesale,horizon.wholesale@company.in,+91-7577123167,10.05,7,TOOL-4661,Plastic Widget XL,"809, Market Complex",Goa,GA,403001,Leave at front door
Titan Trading,titan.trading@proton.me,+91-9178852813,26.43,9,CABLE-2460,Barcode Scanner USB,"294, Sector",Goa,GA,403001,Office hours only
PrimeSourcing,primesourcing@gmail.com,+91-9364459872,8.97,45,TOOL-0021,Smart Bulb WiFi,"733, MG Road",Indore,MP,452001,Call before delivery
Crest Enterprises,crest.enterprises@icloud.com,+91-9543922736,249.98,9,AUDIO-7434,USB-C Hub 7-in-1,"146, Business Center",Amritsar,PB,143001,Rush delivery needed
Reliable Retail,reliable.retail@proton.me,+91-8005727083,40.15,36,LIGHT-0444,Wireless Charger Pad,"965, Park Ave",Amritsar,PB,143001,Standard shipping
Horizon Wholesale,horizon.wholesale@outlook.com,+91-7403457424,16.71,10,SCAN-2654,Nitrile Gloves M 100pk,"237, Market Complex",Delhi,DL,110001,Standard shipping
Sigma Networks,sigma.networks@company.in,+91-9355421190,90.47,11,SEAL-6983,Pallet Rack 96in,"23, Sector",Hyderabad,TS,500001,Express delivery
Quantum Distribution,quantum.distribution@outlook.com,+91-8121951869,12.59,19,CHARG-2599,Label Printer 4x6,"658, Main St",Jaipur,RJ,302001,Handle with care
Quantum Distribution,quantum.distribution@company.in,+91-8190063154,48.49,16,GLOVE-9248,Label Printer 4x6,"463, Ring Road",Bangalore,KA,560001,Office hours only
Orion Industries,orion.industries@company.in,+91-8140458754,25.35,24,CASE-6966,AA Rechargeable 4pk,"969, Technology Park",Ahmedabad,GJ,380001,
Pinnacle Wholesale,pinnacle.wholesale@zoho.com,+91-7362215783,29.84,9,CART-0974,USB-C Hub 7-in-1,"817, Hospital Road",Kolkata,WB,700001,Rush delivery needed
Vega Exports,vega.exports@yahoo.com,+91-9596964076,16.21,14,CART-3766,Power Adapter 100W,"461, Sector",Bangalore,KA,560001,
Pinnacle Wholesale,pinnacle.wholesale@yahoo.com,+91-7043077744,10.06,11,ELEC-6001,Thermal Label 4x6 250pk,"110, Industrial Blvd",Mysore,KA,570001,Weekend delivery
Crest Enterprises,crest.enterprises@gmail.com,+91-8665815564,49.84,22,SEAL-7422,Power Adapter 100W,"253, Main St",Kolkata,WB,700001,Gift wrap please
Delta Commerce,delta.commerce@nexusmail.com,+91-8183379559,51.24,6,CHARG-8062,Tablet Folio Case,"205, Hospital Road",Srinagar,JK,190001,Leave at front door
Zenith Group,zenith.group@outlook.com,+91-8425733819,38.09,46,PACK-8712,Safety Goggles Anti-Fog,"693, Ring Road",Pune,MH,411001,Office hours only
Delta Commerce,delta.commerce@proton.me,+91-7394883565,29.97,39,WIDGET-5469,LED Desk Lamp,"688, Hospital Road",Coimbatore,TN,641001,Gift wrap please
Phoenix Trade,phoenix.trade@nexusmail.com,+91-8433561593,26.68,11,SEAL-2440,Basic Tool Set,"362, Tower Road",Tiruvananthapuram,KL,695001,
GlobalMart,globalmart@fastmail.com,+91-7871662819,13.07,9,SEAL-6973,Power Adapter 100W,"319, Ring Road",Agra,UP,282001,Rush delivery needed
Atlas Merchants,atlas.merchants@icloud.com,+91-8464587137,61.17,49,GLOVE-7658,USB-C Hub 7-in-1,"936, Business Center",Delhi,DL,110001,Rush delivery needed
TechStart Inc,techstart.inc@gmail.com,+91-7222683783,150.17,38,PRINT-4417,Wire Shelving Unit 5-tier,"4, Ring Road",Nashik,MH,422001,Weekend delivery
Quantum Distribution,quantum.distribution@yahoo.com,+91-8644414967,89.01,12,RACK-4877,Receipt Printer Thermal,"851, Tower Road",Varanasi,UP,221001,Office hours only
Eclipse Logistics,eclipse.logistics@zoho.com,+91-7732994938,13.95,39,TOOL-3255,Address Label 100pk,"605, Lake View Rd",Tiruvananthapuram,KL,695001,
Titan Trading,titan.trading@yahoo.com,+91-7334463855,90.22,25,PACK-1632,USB-C Cable 3ft,"222, Lake View Rd",Kochi,KL,682001,Leave at front door
Elite Traders,elite.traders@gmail.com,+91-9722732832,129.05,31,FILTER-7159,AA Rechargeable 4pk,"216, Station Road",Mysore,KA,570001,Gift wrap please
Polaris Retail,polaris.retail@fastmail.com,+91-8461611921,131.64,38,TOOL-4328,Lithium Battery Pack,"905, Sector",Meerut,UP,250001,Office hours only
Phoenix Trade,phoenix.trade@outlook.com,+91-9686380851,6.19,14,BATT-1732,Basic Tool Set,"421, Main St",Delhi,DL,110001,Express delivery
Eclipse Logistics,eclipse.logistics@outlook.com,+91-9955481532,299.03,41,TOOL-3854,Shipping Box M,"701, Station Road",Delhi,DL,110001,
Helix Suppliers,helix.suppliers@icloud.com,+91-8915968796,24.53,39,CABLE-1835,Basic Tool Set,"456, Main St",Udaipur,RJ,313001,
Astra Corporation,astra.corporation@fastmail.com,+91-8665314002,251.85,41,TOOL-8956,Bubble Wrap Roll,"916, Business Center",Udaipur,RJ,313001,
Elite Traders,elite.traders@fastmail.com,+91-8710377258,44.80,11,AUDIO-9357,Thermal Label 4x6 250pk,"996, Market Complex",Jaipur,RJ,302001,Call before delivery
Apex Ventures,apex.ventures@zoho.com,+91-7850380791,18.24,35,GADGET-6862,Nitrile Gloves M 100pk,"328, Lake View Rd",Mumbai,MH,400001,Rush delivery needed
Titan Trading,titan.trading@yahoo.com,+91-8951962852,9.24,13,TOOL-1377,Lithium Battery Pack,"524, Bazaar Street",Nagpur,MH,440001,Leave at front door
Sigma Networks,sigma.networks@icloud.com,+91-9961676150,90.67,11,CABLE-7592,Bubble Wrap Roll,"593, MG Road",Faridabad,HR,121001,Weekend delivery
Cascade Imports,cascade.imports@zoho.com,+91-9337625455,90.35,18,CHARG-1449,Pallet Rack 96in,"434, Park Ave",Hyderabad,TS,500001,Gift wrap please
Apex Ventures,apex.ventures@proton.me,+91-8597447239,350.56,32,CART-9146,Bluetooth Speaker,"342, Station Road",Bangalore,KA,560001,Fragile items
Zenith Group,zenith.group@rediffmail.com,+91-9637296328,8.31,50,PRINT-6524,AA Rechargeable 4pk,"300, MG Road",Kolkata,WB,700001,
TechStart Inc,techstart.inc@icloud.com,+91-8233160296,299.12,45,CART-4074,Wireless Charger Pad,"959, Tower Road",Kochi,KL,682001,Office hours only
Orion Industries,orion.industries@gmail.com,+91-8454711522,22.24,29,CABLE-9189,Water Filter Cartridge,"105, Sector",Faridabad,HR,121001,Handle with care
PrimeSourcing,primesourcing@outlook.com,+91-7901881122,151.29,38,CART-2049,Aluminum Widget,"515, Tower Road",Amritsar,PB,143001,Standard shipping
Vertex Solutions,vertex.solutions@nexusmail.com,+91-7746990488,13.12,35,GADGET-7142,HDMI Cable 6ft,"265, Sector",Faridabad,HR,121001,Weekend delivery
Sigma Networks,sigma.networks@outlook.com,+91-7072291689,90.29,29,TOOL-1462,Tablet Folio Case,"76, Technology Park",Goa,GA,403001,Standard shipping
Eclipse Logistics,eclipse.logistics@yahoo.com,+91-9689436813,90.55,23,SEAL-1769,Bluetooth Speaker,"219, Lake View Rd",Agra,UP,282001,Fragile items
Astra Corporation,astra.corporation@proton.me,+91-7833952102,21.91,22,CART-8373,Power Adapter 100W,"411, Ring Road",Mumbai,MH,400001,Rush delivery needed
Helix Suppliers,helix.suppliers@gmail.com,+91-7473944364,20.99,24,ELEC-1596,Tamper Seal 100pk,"326, MG Road",Surat,GJ,395001,Express delivery
TechStart Inc,techstart.inc@nexusmail.com,+91-8317418281,16.14,18,GLOVE-7934,Precision Tool Kit,"791, Market Complex",Meerut,UP,250001,Standard shipping
PrimeSourcing,primesourcing@company.in,+91-8772810373,200.51,37,PACK-7565,Platform Truck 600lb,"149, Park Ave",Bhubaneswar,OD,751001,Weekend delivery
Pinnacle Wholesale,pinnacle.wholesale@yahoo.com,+91-9579739684,4.06,18,FILTER-3027,Bubble Wrap Roll,"642, Sector",Vadodara,GJ,390001,Handle with care
Pinnacle Wholesale,pinnacle.wholesale@fastmail.com,+91-9290086253,200.46,40,PACK-9004,Thermal Label 4x6 250pk,"320, Bazaar Street",Coimbatore,TN,641001,Gift wrap please
Vega Exports,vega.exports@proton.me,+91-7855951098,24.30,45,GADGET-1813,USB-C Hub 7-in-1,"629, Industrial Blvd",Rajkot,GJ,360001,Office hours only
Astra Corporation,astra.corporation@icloud.com,+91-9283860002,16.97,4,GADGET-5756,USB-C Hub 7-in-1,"73, Lake View Rd",Nagpur,MH,440001,Gift wrap please
GlobalMart,globalmart@proton.me,+91-8819461758,90.14,15,LIGHT-6902,Air Purifier Filter,"255, Sector",Hyderabad,TS,500001,
Polaris Retail,polaris.retail@outlook.com,+91-8964417315,249.03,33,PACK-7955,Aluminum Widget,"51, Main St",Kolkata,WB,700001,Call before delivery
Nova Distributors,nova.distributors@icloud.com,+91-7819933452,30.11,9,GADGET-4806,Shipping Box L,"385, MG Road",Rajkot,GJ,360001,Office hours only
Phoenix Trade,phoenix.trade@company.in,+91-9585967121,19.63,28,CHARG-2652,Aluminum Widget,"840, Hospital Road",Coimbatore,TN,641001,Call before delivery
Cascade Imports,cascade.imports@company.in,+91-8113880453,6.95,28,WIDGET-9359,Thermal Label 4x6 250pk,"802, Business Center",Varanasi,UP,221001,Express delivery
